LoanID,Application_ID,PortfolioID,ApplicationDate,Payin_120days
I2165519-0,130699232,5,31:16.0,0.566666
I2210172-0,95145005,7,03:05.0,1.375
I2288758-0,136510830,5,57:42.0,1.65
I2296421-0,136846695,5,09:41.0,1
I2154915-0,130305953,5,35:23.0,1.542866
I2124462-0,104150247,6,07:15.0,1
I2366216-0,100870332,1,10:31.0,0.9
I1994896-0,125752033,5,32:45.0,2.255555
I1985680-0,101735792,6,43:48.0,1.170686
I2303751-0,98246053,1,29:13.0,2.95
I2010310-0,88650624,7,52:50.0,0.9
I2102672-0,103628282,6,38:31.0,1.216666
I2111789-0,89942325,1,27:56.0,1.3452
I2294222-0,100660751,7,18:24.0,2.193333
I2209162-0,106844921,6,58:31.0,2.95
I2106698-0,103729405,6,53:03.0,2.9
I2314366-0,98719409,1,17:05.0,0
I2204090-0,131773162,5,04:15.0,2.536666
I2173973-0,93823805,7,11:40.0,1
I1935862-0,100540732,6,35:04.0,0.5
I2333733-0,102544060,7,53:28.0,0.6
I2166491-0,105597587,6,33:45.0,0.3
I2263840-0,96103069,1,22:17.0,1.6
I2220690-0,132430253,5,42:41.0,0.283333
I2115808-0,90084403,1,37:13.0,1.978333
I2146694-0,91213389,1,04:27.0,2.536666
I2231339-0,107887433,6,07:00.0,1.54284
I2279670-0,135994702,5,06:00.0,1.1808
I2331688-0,113164582,6,26:27.0,0.18
I2109325-0,103771208,6,29:04.0,2.325
I2345855-0,100011474,1,54:24.0,2.62
I2190674-0,131358701,5,26:03.0,1.008333
I2096169-0,103500567,6,37:36.0,1.1125
I2050772-0,89697642,7,34:01.0,1.5
I2147312-0,129995157,5,07:06.0,0
I2269566-0,99083740,7,56:50.0,0.3
I1916381-0,85894306,1,32:37.0,1.178125
I1975488-0,125284733,5,54:36.0,1.28125
I2314763-0,101705016,7,39:25.0,2
I1932559-0,123660037,5,18:34.0,1.044157
I1952951-0,87377365,7,12:43.0,0.3
I2054233-0,89807458,7,31:11.0,1.775
I2072538-0,90180466,7,27:59.0,1.975
I2136411-0,92139634,7,48:34.0,0
I2186516-0,94162669,7,19:05.0,0.3
I2111377-0,91119642,7,54:04.0,1.3
I1961887-0,101264870,6,37:36.0,1
I2114965-0,91254786,7,51:09.0,1.044833
I2316593-0,112571910,6,28:15.0,0.583333
I2225588-0,132643443,5,09:11.0,2.234545
I1952664-0,124511125,5,06:06.0,0.46875
I2343350-0,102968615,7,07:42.0,1.1871
I1979276-0,101610238,6,13:42.0,1.783333
I2113239-0,128547410,5,30:24.0,1.2
I2289018-0,97584419,1,12:29.0,3
I2142785-0,91066525,1,49:35.0,2.392857
I2173634-0,92039515,1,43:30.0,1.1
I1952856-0,87376727,7,59:59.0,1.85
I1933109-0,86710801,7,48:16.0,1.18
I2224079-0,107506802,6,44:35.0,2.295
I2100622-0,103590170,6,49:31.0,1.375
I2310927-0,112343447,6,58:26.0,0.89
I2110180-0,89941734,1,59:48.0,1.7375
I2010857-0,88089896,1,15:21.0,2.528571
I2054529-0,127176846,5,17:58.0,0.783333
I2024287-0,88989047,7,13:41.0,1.3
I2336831-0,102684674,7,36:46.0,0
I2013015-0,88728577,7,21:01.0,0
I2159120-0,130470274,5,10:04.0,0.6
I2347858-0,138942266,5,10:36.0,0
I2031324-0,102380072,6,49:02.0,0
I2207826-0,95039685,7,04:20.0,1.2
I1972384-0,101476950,6,16:51.0,0.85
I2142164-0,129789427,5,13:19.0,0
I2312933-0,101634963,7,03:11.0,1.784285
I2214772-0,132140822,5,11:25.0,1.6
I1921641-0,86236079,7,15:35.0,1.221052
I2306437-0,137300291,5,37:37.0,1.6
I2048518-0,102692795,6,25:58.0,1.8
I2192806-0,92480636,1,01:14.0,0
I2361266-0,100673497,1,03:13.0,0
I1934056-0,123732865,5,19:24.0,0.206666
I2333515-0,102535980,7,46:54.0,1.28215
I2338586-0,99672778,1,37:37.0,1.252105
I2179277-0,93952405,7,38:56.0,2.31
I2300497-0,100989460,7,00:46.0,1.3
I2225201-0,107539540,6,22:35.0,1.68155
I1919854-0,99949018,6,24:03.0,1.5
I2183087-0,106017477,6,02:51.0,0.225
I2181247-0,92196131,1,34:14.0,1.886666
I2155421-0,93034280,7,59:11.0,1.046153
I2313559-0,137573015,5,01:55.0,0.3
I2129306-0,104306086,6,45:08.0,1.949166
I2134088-0,104511888,6,30:01.0,1.034285
I2322721-0,99071687,1,51:02.0,1.24138
I2137312-0,129594720,5,53:39.0,1.706666
I2254378-0,109336681,6,49:11.0,0.505
I1914770-0,85938142,7,24:03.0,1.04525
I2219605-0,107308816,6,32:14.0,1.47204
I2068394-0,127463080,5,22:09.0,2.376296
I1931631-0,86633203,7,10:11.0,2.57
I2294731-0,100695037,7,24:02.0,2.62
I2082618-0,103252523,6,09:19.0,0.6
I2212005-0,106939067,6,20:36.0,0.766666
I2012127-0,126106500,5,37:34.0,0.3
I2221191-0,107391255,6,25:28.0,1.837142
I2163063-0,105505771,6,09:29.0,2.83
I1913416-0,99702288,6,51:49.0,1.17648
I2321625-0,112775337,6,38:26.0,0.85
I1924984-0,86219407,1,44:26.0,2.666666
I2106285-0,91057041,7,25:08.0,1.41
I2120399-0,90183892,1,22:29.0,1.125
I2214694-0,93192794,1,06:10.0,1.375
I2051604-0,88866932,1,18:51.0,2.85
I2118414-0,104000964,6,33:36.0,2.905
I2105292-0,128357369,5,18:08.0,0.3
I2177947-0,131053663,5,23:11.0,0.234782
I2160854-0,91652168,1,08:19.0,1.154736
I2320151-0,112709011,6,52:38.0,0.458333
I2041456-0,89423587,7,20:16.0,0.558333
I2178585-0,105918684,6,12:58.0,0
I2370890-0,101047715,1,02:48.0,0.3
I2391427-0,101954062,1,23:24.0,0.55
I2366006-0,114649934,6,54:27.0,0.9
I2131607-0,90581315,1,14:26.0,1.161111
I2136131-0,104599218,6,35:47.0,1.808333
I2077147-0,90315446,7,41:48.0,0
I2198293-0,131577598,5,21:32.0,0.6
I2082393-0,127761983,5,06:24.0,0.5
I2021451-0,88902997,7,55:20.0,0.3
I2191349-0,92443878,1,51:14.0,1.435713
I2313036-0,137556561,5,46:09.0,0.083333
I2383427-0,115332682,6,43:28.0,1.10962
I2202859-0,92817885,1,09:33.0,2.77
I1940292-0,86976769,7,18:50.0,0
I2153376-0,91427982,1,30:50.0,2.436666
I2314584-0,101701412,7,08:43.0,2.95
I1936472-0,123845431,5,04:56.0,1.175
I2117308-0,103982617,6,18:46.0,1.225
I2083600-0,90484236,7,35:58.0,1.25
I2092601-0,128006632,5,57:55.0,0.8
I2229816-0,96171969,7,24:08.0,2.74
I2020073-0,126262514,5,01:42.0,1.125
I1978946-0,125385007,5,26:49.0,1.04585
I2128786-0,129114059,5,51:19.0,1.091666
I2234652-0,94350281,1,23:55.0,2.194615
I1982596-0,87684387,1,41:38.0,1.92
I2158377-0,105353708,6,46:57.0,0
I2226580-0,132703342,5,21:34.0,1.85
I1913193-0,85877249,7,35:07.0,2.766666
I1988609-0,87775046,1,30:31.0,2.58875
I1929540-0,123506497,5,14:09.0,1.883333
I2351610-0,100252027,1,16:50.0,0
I2174890-0,131012883,5,33:28.0,1.941666
I2228018-0,96040738,7,22:09.0,1.09845
I2245135-0,97398372,7,49:34.0,1.883333
I2190525-0,131355211,5,39:24.0,1.8125
I2152639-0,105178185,6,43:18.0,1
I2085198-0,103306921,6,34:52.0,1.6
I2307656-0,137345129,5,59:49.0,1
I2150254-0,130127105,5,43:15.0,2.5
I2035353-0,88513541,1,00:45.0,1.416666
I1978370-0,125381740,5,09:53.0,0
I2350544-0,103374350,7,06:02.0,1.05
I1925579-0,100175560,6,25:57.0,1.466666
I2254411-0,95511649,1,05:32.0,0.8
I2387033-0,104869881,7,07:26.0,0
I1986196-0,88159083,7,35:21.0,0.5
I2168207-0,93614461,7,32:44.0,0.5
I2269718-0,110298226,6,38:27.0,0
I2342332-0,113582533,6,47:55.0,1.5
I1954734-0,87119290,1,12:26.0,1.53792
I2111376-0,128487656,5,50:17.0,1.7
I2079924-0,103204031,6,48:46.0,0.3
I2040496-0,126772683,5,01:37.0,1.625
I2286075-0,136380860,5,13:58.0,1.216666
I2164662-0,130675465,5,12:36.0,1
I2336287-0,102668551,7,47:12.0,1.3
I2080405-0,127715543,5,53:23.0,0.3
I2052696-0,102764646,6,02:46.0,1.685714
I2394707-0,116001507,6,48:25.0,1.0375
I2166638-0,105604405,6,27:36.0,1.67
I2253316-0,95455432,1,16:27.0,0.63125
I2296582-0,111714323,6,22:13.0,1.33214
I2095051-0,89652426,1,08:04.0,0.3
I2028561-0,126445616,5,01:21.0,1.421052
I1970685-0,87833747,7,47:33.0,1
I2156139-0,93060448,7,39:20.0,2.936153
I2100387-0,90884277,7,34:12.0,0
I1979031-0,88037790,7,36:41.0,1.075
I2285545-0,100166999,7,05:13.0,0
I2192119-0,92463309,1,18:22.0,0
I2136382-0,92138009,7,29:48.0,1.835
I2166414-0,93516254,7,34:09.0,1.246666
I1923749-0,100121206,6,12:40.0,1.075
I2355624-0,114221268,6,24:58.0,0
I2287486-0,100304833,7,20:57.0,0.3
I2167284-0,130755815,5,56:58.0,0
I2109377-0,128486766,5,46:58.0,0.85
I2270186-0,135465401,5,45:33.0,0.823333
I1977848-0,125360925,5,13:17.0,1.893333
I2076263-0,127624579,5,45:42.0,2
I2278693-0,96962145,1,06:27.0,0.483333
I1988011-0,125633626,5,21:23.0,1.697777
I2244928-0,134005978,5,14:09.0,0
I2370530-0,139847253,5,40:27.0,0.3
I1931988-0,123655642,5,53:57.0,1.3
I2054528-0,127176841,5,17:54.0,2.2
I1988354-0,88199956,7,36:57.0,1.76745
I2035022-0,88505959,1,05:30.0,2.305
I2276932-0,135840218,5,09:25.0,1.25
I2145601-0,104942211,6,14:35.0,1.97
I2053076-0,102774069,6,10:48.0,3.306193
I2022740-0,88931383,7,13:32.0,0.5
I2335034-0,102616134,7,55:53.0,0
I2223611-0,93590305,1,24:48.0,1.3
I2186762-0,131256511,5,41:02.0,2.591428
I2086726-0,103335651,6,42:22.0,2.466666
I2094395-0,89635310,1,04:41.0,0.3
I2213150-0,93132963,1,34:34.0,1.45
I2217050-0,132265227,5,58:35.0,1.47
I2153269-0,91427645,1,28:06.0,2.31
I2155545-0,105259299,6,17:42.0,1
I2150158-0,92822698,7,38:54.0,0
I2187215-0,106112990,6,52:02.0,1.7
I2221840-0,93522042,1,47:07.0,2.775
I2133063-0,90652404,1,18:09.0,1.8
I2245545-0,95031591,1,20:57.0,0
I2210759-0,95173166,7,20:05.0,2.19168
I1958645-0,87196051,1,14:00.0,0.3
I2256997-0,98170728,7,49:25.0,1
I2213615-0,93150129,1,00:17.0,2.21
I2026294-0,126390523,5,17:03.0,2.65
I2122377-0,128872895,5,16:54.0,0.3
I2288847-0,97569600,1,32:31.0,0
I2180035-0,92170388,1,33:52.0,1.378526
I2085790-0,127852895,5,20:09.0,2.591428
I2220601-0,95668173,7,04:10.0,1.1375
I2149214-0,92778348,7,14:51.0,1.15
I2081692-0,89388914,1,34:12.0,1.15
I1953297-0,101075207,6,56:21.0,0
I2374182-0,114950449,6,36:43.0,0
I2198009-0,106438988,6,17:31.0,1.075
I2267510-0,96317687,1,29:32.0,0.6
I2332642-0,113198671,6,31:15.0,1.585815
I2355647-0,100450499,1,30:50.0,1.8
I2176219-0,92098659,1,58:46.0,0
I2120601-0,104042055,6,59:11.0,1.05
I2271678-0,99239828,7,31:28.0,1.085714
I2059869-0,102889444,6,57:20.0,1.6125
I1941845-0,86772022,1,16:24.0,2.416666
I2156723-0,91515886,1,32:21.0,1
I2276897-0,96861241,1,53:22.0,2.57
I2295863-0,136830072,5,33:51.0,1.05
I2103803-0,90989425,7,43:26.0,2.533333
I2117517-0,103990353,6,16:52.0,0.258333
I2062380-0,89974218,7,38:13.0,0
I2360004-0,103784631,7,45:14.0,1.28952
I2198750-0,131602769,5,21:22.0,0.9
I1948356-0,124347956,5,05:14.0,0.633333
I2138782-0,104701419,6,49:37.0,1.5088
I2104375-0,89844360,1,54:12.0,0
I2234646-0,94349654,1,14:27.0,0
I2109855-0,103771451,6,39:26.0,1.033333
I2143693-0,129841404,5,07:02.0,1.641666
I2082273-0,103244237,6,40:45.0,2.9
I2295878-0,111687587,6,10:37.0,1.607133
I2327102-0,102254887,7,42:03.0,0.3
I2347151-0,138924112,5,36:40.0,1.71428
I2109803-0,128486974,5,56:54.0,1.183333
I2263438-0,96082879,1,29:03.0,2.591666
I1913218-0,122663042,5,43:06.0,2.863333
I2039369-0,102517252,6,01:35.0,0.166666
I2206273-0,106725926,6,59:17.0,2.47
I2125134-0,90328024,1,11:55.0,2.875
I2138718-0,92242274,7,10:37.0,1.3125
I1930605-0,86577840,7,01:15.0,2.91
I2131555-0,104407986,6,18:48.0,0
I2101080-0,103601612,6,46:36.0,1.475
I2076367-0,89300435,1,42:32.0,2.221666
I2391667-0,140803983,5,37:02.0,0.143333
I2207563-0,95026318,7,42:22.0,0.2
I2078524-0,90344968,7,22:55.0,1.20778
I2398757-0,102291735,1,50:43.0,1
I1944384-0,86851170,1,41:12.0,1.05
I2210831-0,106901807,6,53:18.0,1.725
I2048791-0,127010500,5,34:15.0,0.9
I1963542-0,87678421,7,04:14.0,0.9
I2292044-0,136675765,5,22:55.0,0.133333
I2170129-0,91955029,1,09:37.0,3.05
I2302675-0,98207225,1,52:30.0,1.2
I2157471-0,105319712,6,31:13.0,0.775
I2165990-0,91810066,1,13:46.0,2.531764
I2043834-0,126852623,5,00:26.0,1.55
I2235542-0,108258389,6,17:22.0,1.166666
I2115151-0,128640900,5,35:43.0,0.723333
I2069934-0,89168468,1,32:24.0,1.19
I2091672-0,127995006,5,25:05.0,1.2
I2380875-0,115223462,6,57:27.0,0.25625
I2159851-0,91620018,1,42:20.0,1.87
I2093901-0,89627314,1,25:13.0,0.9
I2006941-0,125982871,5,02:55.0,1
I2097763-0,90822378,7,12:29.0,0
I2303978-0,101173343,7,41:47.0,2.0016
I2335324-0,138415106,5,40:41.0,1.11666
I2126517-0,90372326,1,25:07.0,1.2
I2365825-0,139673212,5,39:32.0,1.2
I2223610-0,95806671,7,24:34.0,1.2
I2162125-0,105480702,6,28:41.0,0.6
I2275707-0,99481138,7,06:33.0,1.2
I2206862-0,131866764,5,32:14.0,0
I2089688-0,89553721,1,29:45.0,1.157142
I2098235-0,89711061,1,18:21.0,0.85
I2220527-0,93464173,1,57:39.0,1.75
I2106102-0,103710306,6,05:56.0,1.16071
I1973146-0,87907743,7,43:20.0,1.301933
I2035452-0,126624870,5,34:53.0,2.591428
I2238327-0,94605286,1,32:25.0,1.3
I2286097-0,111235386,6,43:04.0,1
I2023194-0,126336791,5,04:28.0,2.85
I2248377-0,109006957,6,45:46.0,1
I2266293-0,96248268,1,05:03.0,1.38
I2000113-0,88445688,7,29:59.0,0
I2181953-0,94027340,7,32:33.0,2
I2177440-0,105903968,6,49:54.0,2.482133
I2139773-0,90938169,1,38:01.0,1
I2397742-0,116165209,6,27:11.0,1.575
I2304707-0,101216516,7,11:02.0,2.276666
I2166206-0,130713044,5,48:47.0,1.711906
I2008823-0,88621212,7,54:35.0,0
I2128008-0,91714589,7,05:36.0,1.1125
I2106558-0,89896096,1,34:26.0,0.6
I2168048-0,93604270,7,56:34.0,1.08385
I2380068-0,104550028,7,55:12.0,1.1125
I2215630-0,132191374,5,38:20.0,2.34643
I1992710-0,125712945,5,51:39.0,1.05
I2001805-0,88489834,7,17:09.0,2.203333
I2156227-0,130358382,5,33:42.0,0
I2109158-0,89941158,1,24:56.0,1
I2362867-0,103928815,7,39:27.0,2.466666
I2077672-0,89323469,1,47:49.0,1
I2166505-0,130722032,5,42:13.0,1.94644
I2191840-0,106246684,6,09:04.0,2.295233
I1945533-0,124219176,5,20:58.0,2.293333
I2203780-0,94860147,7,04:34.0,1.08125
I2232038-0,133119527,5,22:26.0,1
I2266173-0,110091474,6,51:09.0,0.6
I2290678-0,111467966,6,46:04.0,1
I2283227-0,111069845,6,30:26.0,1.788888
I2309577-0,98532516,1,32:13.0,1.225
I2030876-0,126510590,5,19:43.0,0.3
I2109341-0,103771222,6,45:10.0,2.5081
I2224839-0,132605632,5,04:51.0,1.033764
I2109845-0,91118930,7,16:56.0,2.255525
I2009023-0,102034896,6,23:47.0,0
I2096182-0,128103511,5,04:30.0,2.6875
I2085481-0,103312324,6,20:27.0,1.1
I2142059-0,91037603,1,13:31.0,1
I2190367-0,94314235,7,43:57.0,2.005714
I2017332-0,126206098,5,22:50.0,1.757142
I2274417-0,99406941,7,50:27.0,0
I2077734-0,90328513,7,05:24.0,2.354285
I2109323-0,128486731,5,19:21.0,1.2
I2112555-0,128512514,5,13:33.0,0
I2333481-0,102535381,7,37:32.0,0
I2188362-0,131304155,5,42:50.0,1.15965
I2265117-0,98796103,7,52:16.0,1.101366
I1937425-0,86850596,7,19:20.0,1.091666
I1950417-0,101005531,6,57:43.0,0
I2197123-0,94561918,7,35:54.0,0.6125
I2188408-0,92361701,1,21:36.0,1.00535
I2309693-0,112293667,6,18:41.0,2.25571
I2134630-0,129451510,5,50:50.0,1.140916
I2144416-0,92547191,7,39:16.0,1.142857
I2105506-0,91031014,7,24:25.0,0
I2198436-0,131590184,5,55:51.0,1.198887
I1959765-0,87563306,7,48:44.0,1.584444
I2029695-0,102349264,6,50:21.0,1.56875
I2227372-0,93748005,1,30:10.0,0
I1980045-0,87636707,1,26:22.0,2.62
I2165862-0,130711071,5,57:23.0,0.2
I2078896-0,127684351,5,06:49.0,0.50625
I2125190-0,90329572,1,31:42.0,0
I2218144-0,107238923,6,19:59.0,0
I2208930-0,106836728,6,37:34.0,1.1625
I2270111-0,96476653,1,49:17.0,1.3
I2066143-0,90065387,7,39:41.0,1.2
I2170781-0,130905993,5,15:18.0,1
I2360773-0,100645270,1,07:31.0,2.31
I1922066-0,86256855,7,28:31.0,0.8
I2388956-0,104983254,7,35:43.0,0.2
I2175118-0,131018272,5,32:49.0,1.093333
I2061311-0,89950243,7,19:52.0,0.2
I2111266-0,89942198,1,57:32.0,2.43015
I2237191-0,94517520,1,04:47.0,2.536666
I2332819-0,99460269,1,57:19.0,0.9
I2288069-0,97540998,1,51:25.0,0.6
I2114110-0,103891702,6,03:48.0,3.093333
I1937317-0,123880487,5,38:05.0,2.523333
I2062805-0,89982767,7,35:50.0,0.371428
I2130854-0,91859073,7,48:28.0,2.15715
I2106443-0,103721271,6,34:55.0,0.678571
I2339764-0,99725381,1,12:16.0,1.05
I2352900-0,139144811,5,37:58.0,0
I2138794-0,129648188,5,46:26.0,1.858333
I2096174-0,90787560,7,42:26.0,0.5
I2123012-0,104114236,6,45:02.0,0
I2216423-0,93285095,1,28:45.0,0
I2188308-0,92361119,1,57:54.0,0.8
I1949849-0,87013478,1,25:23.0,1.171433
I2142675-0,129810761,5,09:37.0,1.97
I2217247-0,132271467,5,35:20.0,1.39285
I2067432-0,90087488,7,33:40.0,1.5
I2269258-0,99067993,7,57:43.0,1.05
I2275245-0,110615498,6,54:13.0,0
I1942743-0,86803074,1,32:41.0,1
I1998769-0,87915205,1,45:36.0,0.4
I2119677-0,90176871,1,55:04.0,1
I2212373-0,132051608,5,33:59.0,1.566666
I1986566-0,88167159,7,52:02.0,1.05
I2163341-0,93405775,7,46:41.0,2.4875
I2025423-0,89013421,7,55:21.0,1.1
I2050009-0,89677261,7,50:27.0,2.74
I1918963-0,122950780,5,53:38.0,1.08036
I2020681-0,126280981,5,36:21.0,2.293333
I2118025-0,91365169,7,55:30.0,1.0484
I2107711-0,128455146,5,25:44.0,1.775
I2158338-0,130437220,5,42:43.0,1.382352
I1977341-0,125340099,5,08:49.0,1.6
I2151027-0,92875902,7,54:25.0,0.3
I2210088-0,93054379,1,41:05.0,2.752857
I2387093-0,101703444,1,52:54.0,0.55
I2389968-0,140727638,5,09:07.0,1.19
I2010701-0,88658985,7,02:08.0,0.6
I2289444-0,100414635,7,52:58.0,0
I1998495-0,88409284,7,21:39.0,2.5
I2091581-0,89588371,1,37:57.0,2.93456
I2323901-0,137986340,5,51:32.0,1.8
I2028065-0,89067987,7,44:28.0,1.384615
I2345411-0,99970851,1,19:55.0,0
I2131651-0,91894529,7,15:34.0,0.4
I1954903-0,87420994,7,15:35.0,1.3
I2257337-0,95699329,1,52:58.0,1.70625
I2224434-0,107516697,6,16:32.0,1.15
I2288872-0,111365425,6,10:52.0,1
I1932418-0,123659127,5,12:05.0,1.5
I2056363-0,88953427,1,36:11.0,1.27
I2317366-0,112593854,6,05:59.0,1.23214
I2199607-0,94685797,7,30:41.0,0
I2071643-0,90157386,7,46:08.0,0.9
I2075543-0,127596637,5,27:12.0,0.8
I2189806-0,106184345,6,29:06.0,1.4
I2111720-0,128487748,5,34:28.0,1.148353
I2154589-0,130292033,5,50:17.0,1.2
I2205467-0,92886290,1,27:13.0,1.775555
I2195302-0,92537016,1,30:33.0,1.5
I2232097-0,107943354,6,57:52.0,1.79375
I2337707-0,113386630,6,33:19.0,1.2
I2149521-0,130101987,5,19:57.0,0.264285
I2169847-0,91953439,1,25:16.0,0.85
I2114474-0,128617514,5,50:28.0,1.164285
I2122091-0,104095450,6,00:11.0,1.033333
I2204587-0,92862395,1,19:08.0,1.114287
I2362128-0,103880188,7,45:47.0,1.265626
I2353875-0,100360887,1,44:43.0,1.348333
I2257661-0,98241754,7,19:34.0,0.6
I1942421-0,124104011,5,48:43.0,1
I2128671-0,104276666,6,50:24.0,0
I2097903-0,89706506,1,59:30.0,2.591428
I2217613-0,107213933,6,11:43.0,0
I2381450-0,101431054,1,22:43.0,1.3
I2285349-0,111194174,6,35:48.0,1.025
I2207744-0,106783612,6,07:49.0,1.851428
I2271767-0,110422017,6,23:36.0,0
I2353981-0,139192200,5,42:32.0,0.3
I2118566-0,91383024,7,46:06.0,0.3125
I2021870-0,102227779,6,59:45.0,2.8
I2114635-0,91244277,7,27:54.0,0
I2181818-0,94025255,7,37:37.0,1.471428
I2045486-0,88718446,1,27:09.0,0
I2028260-0,88373704,1,56:28.0,0
I2330770-0,113112808,6,52:15.0,2.08292
I2191585-0,94358022,7,20:54.0,1.8
I2056874-0,89861695,7,18:15.0,0.3
I2392634-0,140851508,5,06:05.0,1.97
I1973937-0,125234920,5,50:43.0,1
I2230909-0,133031183,5,08:38.0,0
I2119394-0,104026646,6,57:25.0,2.586666
I2046236-0,126930499,5,08:54.0,1.216666
I2199174-0,94663479,7,19:58.0,0.623333
I2052222-0,127112819,5,09:25.0,1.112086
I2367681-0,104114363,7,02:42.0,1.2
I2174454-0,105849534,6,02:32.0,0.458333
I2275711-0,96795889,1,11:49.0,1.85
I2033474-0,126576455,5,36:54.0,0.8
I2240508-0,108578220,6,22:42.0,1.9
I1996030-0,87873847,1,46:52.0,2
I2067398-0,90086722,7,23:08.0,1.226666
I1932660-0,86688757,7,54:42.0,1.87875
I2250849-0,97754768,7,53:33.0,1.46
I2217949-0,93335027,1,22:13.0,2.47
I2030745-0,88430452,1,39:35.0,1.55
I2398882-0,141182101,5,57:49.0,0
I2382303-0,104648086,7,22:21.0,2.943333
I2118165-0,91381736,7,49:13.0,1.454166
I2164047-0,105540527,6,54:43.0,1.25
I2054068-0,88911257,1,49:46.0,0
I1932211-0,86649811,7,10:36.0,2.8
I2196505-0,94530328,7,53:42.0,0.6
I2018329-0,102172918,6,28:38.0,0.5
I2381084-0,140256853,5,43:55.0,1.85
I2035650-0,89275967,7,21:24.0,2.58875
I2164160-0,105543121,6,50:46.0,1.09
I2153739-0,92973263,7,43:50.0,1
I2090294-0,103394972,6,41:47.0,1.0143
I2111176-0,103786349,6,53:22.0,1
I2224543-0,132602758,5,26:10.0,2.591666
I2296785-0,136862669,5,13:02.0,0.3
I1954803-0,87418090,7,34:35.0,1.6
I2197280-0,92611068,1,24:59.0,0.4
I2276346-0,99533707,7,53:06.0,2.931666
I2258650-0,109638296,6,07:49.0,0.9
I2113041-0,128539705,5,44:48.0,1.69
I2332332-0,102476607,7,55:22.0,0.579162
I2277275-0,96876162,1,27:14.0,1.05
I2345535-0,113743801,6,43:38.0,1.675
I2287365-0,136457830,5,58:28.0,1.225
I2200097-0,106520213,6,18:30.0,1.7925
I2303666-0,112010385,6,10:56.0,1.1915
I2184119-0,131187993,5,48:21.0,1.035714
I2184897-0,92264250,1,19:38.0,2.276155
I2389332-0,140689898,5,15:32.0,0
I2093772-0,90732389,7,48:29.0,1.851428
I2350412-0,139040603,5,24:02.0,2.5875
I1971230-0,101449055,6,05:11.0,2.8725
I2155888-0,105268085,6,22:20.0,1.163636
I1967867-0,125031326,5,20:17.0,1.05
I2389112-0,104991051,7,10:28.0,1.1492
I2132805-0,129341236,5,16:44.0,0.8
I2376681-0,101239590,1,27:41.0,2.31
I2206387-0,106729189,6,08:54.0,2.65
I1963409-0,87669546,7,34:12.0,0.9
I2317689-0,137758049,5,07:01.0,0.564285
I2252566-0,134390526,5,20:40.0,1.8
I2098517-0,90838510,7,51:17.0,1.15
I2107881-0,91096156,7,52:49.0,2.66
I2187329-0,106117656,6,57:44.0,1.15
I1923472-0,86170556,1,10:05.0,0
I2346621-0,103178831,7,06:35.0,2.0125
I2314781-0,101705354,7,50:06.0,1.180953
I2264455-0,135128922,5,24:35.0,0.6
I2296111-0,100760411,7,13:46.0,0.3
I1935096-0,123787832,5,00:53.0,1.154585
I2106086-0,91049852,7,01:44.0,0.3
I2159350-0,93214577,7,01:11.0,0
I2108765-0,91118153,7,41:31.0,1.03
I2198815-0,94648225,7,50:15.0,1.23214
I2379695-0,101363899,1,37:57.0,0.3
I2076428-0,89303019,1,24:06.0,1.926193
I2351443-0,114017194,6,26:53.0,0.76875
I2110281-0,91119196,7,51:34.0,0.674736
I1934693-0,86765666,7,35:17.0,1.9
I2146249-0,129956156,5,45:58.0,1.775
I2204427-0,94884116,7,04:57.0,1.64
I2256204-0,98119879,7,45:59.0,0
I2389299-0,101852461,1,44:53.0,0.875
I2341233-0,138633565,5,47:57.0,1.3
I2027784-0,126427242,5,06:42.0,0
I2380285-0,140227683,5,10:42.0,1.8
I2023191-0,88938188,7,47:18.0,1.08125
I2317756-0,101864946,7,26:05.0,2.95
I2103959-0,90994009,7,50:57.0,0.9
I2064944-0,89088094,1,11:30.0,0.9
I2299788-0,137008156,5,33:33.0,2.99286
I1938809-0,123943914,5,05:02.0,1.411911
I2250816-0,97753700,7,40:07.0,1.025
I1982411-0,87682711,1,46:27.0,0.3
I2378319-0,101297940,1,28:11.0,0
I2110613-0,91119369,7,16:38.0,1.376666
I2138338-0,92231866,7,37:31.0,1
I2170595-0,93719461,7,30:09.0,1.63757
I2113500-0,103867235,6,38:58.0,0
I2011671-0,102079910,6,16:14.0,0.3
I2108184-0,128464072,5,26:46.0,1.336
I2220795-0,93479015,1,57:43.0,1.6857
I2023065-0,102245677,6,53:26.0,1.6
I2034669-0,102429320,6,17:02.0,1.228571
I2087745-0,89519597,1,16:08.0,2.62
I1940646-0,124022248,5,33:20.0,2.618746
I2076319-0,127627018,5,15:39.0,0
I2014813-0,126155997,5,05:57.0,2.675
I2029992-0,89115480,7,41:47.0,0
I2300613-0,101000055,7,04:20.0,0.9
I1977120-0,101575147,6,14:54.0,1.2
I1927728-0,86305409,1,36:30.0,1.79285
I2211129-0,106911476,6,41:49.0,1.6
I1993688-0,101836590,6,44:54.0,1.08
I2209542-0,93047702,1,09:19.0,2.05
I1956493-0,87148978,1,26:12.0,0.3
I2025474-0,102275938,6,07:37.0,0.833333
I2170920-0,93730254,7,22:35.0,0.833333
I2233827-0,108109457,6,23:51.0,0.583333
